1, 81.39
2, 85.31
3, 87.97
4, 90.21
5, 88.76
6, 90.25
7, 90.97
8, 90.68
9, 91.3
10, 91.51
11, 90.95
12, 92.21
13, 91.74
14, 92.05
15, 90.62
16, 91.03
17, 87.89
18, 91.71
19, 91.56
20, 92.27
21, 92.43
22, 92.11
23, 92.39
24, 92.63
25, 87
26, 90.65
27, 92.27
28, 92.65
29, 92.83
30, 89.9
31, 93.12
32, 91.54
33, 92.73
34, 92.64
35, 92.67
36, 92.3
37, 91.32
38, 92.35
39, 90.98
40, 91.3
